"BOOT_IMAGE",CanMultiSession,PID,UID,"_raw","_time",api,average,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",distance,estimate,eventtype,files,gid,host,index,linecount,longest,lsn,mode,pid,punct,resettable,root,size,source,sourcetype,"splunk_server","splunk_server_group",sync,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,total,uid,vendor,version,write
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:31:00.977: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:31:00.977-0600",,,9,20,31,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:30:00.447: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:30:00.447-0600",,,9,20,30,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:29:01.497: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:29:01.497-0600",,,9,20,29,november,1,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:28:00.222: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:28:00.222-0600",,,9,20,28,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:27:00.866: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:27:00.866-0600",,,9,20,27,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:26:00.536: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:26:00.536-0600",,,9,20,26,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:25:00.020: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:25:00.020-0600",,,9,20,25,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:24:00.838: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:24:00.838-0600",,,9,20,24,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:23:00.614: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:23:00.614-0600",,,9,20,23,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:22:00.157: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:22:00.157-0600",,,9,20,22,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:21:00.459: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:21:00.459-0600",,,9,20,21,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:20:00.956: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:20:00.956-0600",,,9,20,20,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:19:00.024: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:19:00.024-0600",,,9,20,19,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:18:00.662: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:18:00.662-0600",,,9,20,18,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:17:00.129: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:17:00.129-0600",,,9,20,17,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:16:00.864: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:16:00.864-0600",,,9,20,16,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:15:00.197: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:15:00.197-0600",,,9,20,15,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:14:00.951: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:14:00.951-0600",,,9,20,14,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:13:00.713: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:13:00.713-0600",,,9,20,13,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:12:00.100: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:12:00.100-0600",,,9,20,12,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:11:00.991: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:11:00.991-0600",,,9,20,11,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:10:00.905: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:10:00.905-0600",,,9,20,10,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:09:00.415: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:09:00.415-0600",,,9,20,9,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:08:00.380: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:08:00.380-0600",,,9,20,8,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:07:00.712: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:07:00.712-0600",,,9,20,7,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:06:00.228: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:06:00.228-0600",,,9,20,6,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:05:00.315: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:05:00.315-0600",,,9,20,5,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:04:00.096: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:04:00.096-0600",,,9,20,4,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:03:00.848: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:03:00.848-0600",,,9,20,3,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:02:01.260: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:02:01.260-0600",,,9,20,2,november,1,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:01:00.851: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:01:00.851-0600",,,9,20,1,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 09:00:00.236: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T08:00:00.236-0600",,,9,20,0,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:59:00.982: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:59:00.982-0600",,,8,20,59,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:58:00.721: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:58:00.721-0600",,,8,20,58,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:57:00.508: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:57:00.508-0600",,,8,20,57,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:56:00.277: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:56:00.277-0600",,,8,20,56,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:55:00.840: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:55:00.840-0600",,,8,20,55,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:54:00.659: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:54:00.659-0600",,,8,20,54,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:53:00.959: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:53:00.959-0600",,,8,20,53,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:52:00.218: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:52:00.218-0600",,,8,20,52,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:51:00.824: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:51:00.824-0600",,,8,20,51,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:50:00.507: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:50:00.507-0600",,,8,20,50,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:49:00.653: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:49:00.653-0600",,,8,20,49,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:48:00.562: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:48:00.562-0600",,,8,20,48,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:47:00.166: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:47:00.166-0600",,,8,20,47,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:46:00.811: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:46:00.811-0600",,,8,20,46,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:45:00.315: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:45:00.315-0600",,,8,20,45,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:44:00.096: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:44:00.096-0600",,,8,20,44,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:43:00.412: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:43:00.412-0600",,,8,20,43,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:42:00.369: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:42:00.369-0600",,,8,20,42,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:41:00.029: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:41:00.029-0600",,,8,20,41,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:40:00.086: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:40:00.086-0600",,,8,20,40,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:39:00.781: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:39:00.781-0600",,,8,20,39,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:38:00.566: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:38:00.566-0600",,,8,20,38,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:37:00.047: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:37:00.047-0600",,,8,20,37,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:36:00.365: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:36:00.365-0600",,,8,20,36,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:35:00.775: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:35:00.775-0600",,,8,20,35,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:34:01.009: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:34:01.009-0600",,,8,20,34,november,1,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:33:00.742: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:33:00.742-0600",,,8,20,33,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:32:00.913: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:32:00.913-0600",,,8,20,32,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:31:00.157: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:31:00.157-0600",,,8,20,31,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
,,,,"(lightdm-gtk-greeter:2114): Gtk-WARNING **: 08:30:00.679: Drawing a gadget with negative dimensions. Did you forget to allocate a size? (node menubar owner GreeterMenuBar)","2025-11-20T07:30:00.679-0600",,,8,20,30,november,0,thursday,2025,local,,,,,,kali,main,1,,,,,"(--:):_-_**:_::.:______._______?_(___)",,,,"/var/log/lightdm/seat0-greeter.log","linux_logs","tgmp-Ubuntu",,,,,56,,44,,,,,
